Feature,Duration,SHAP_value,Normalized_Importance,Sum_Normalized_Importance,Type
High Gain Antenna elevation,760,0.23399998,0.3178197953511441,1.0,IBS_N
Radial Distance from Sun,770,0.07046859,0.08902166409481087,1.0,IBS_N
Electronic Box Temperature,770,0.26661962,0.33681562597926423,1.0,IBS_N
Heater Dutycycle,770,0.038162272,0.04820969114152569,1.0,IBS_N
Search Coil Magnetometer's Temperature,770,0.043255344,0.05464367463395384,1.0,IBS_N
Solar Array's Angle,770,0.055242762,0.0697871576887459,1.0,IBS_N
High Gain Antenna Azimuth,770,0.075833306,0.09579881041937985,1.0,IBS_N
High Gain Antenna elevation,770,0.24200733,0.30572337604231964,1.0,IBS_N
Radial Distance from Sun,780,0.076767564,0.0944330220435379,1.0,IBS_N
Electronic Box Temperature,780,0.25691235,0.31603203679625846,1.0,IBS_N
Heater Dutycycle,780,0.03297288,0.04056047296067556,1.0,IBS_N
Search Coil Magnetometer's Temperature,780,0.058060415,0.07142105550661941,1.0,IBS_N
Solar Array's Angle,780,0.0770818,0.09481956882929854,1.0,IBS_N
High Gain Antenna Azimuth,780,0.08626983,0.1061219131309451,1.0,IBS_N
High Gain Antenna elevation,780,0.22486651,0.2766119307326651,1.0,IBS_N
Radial Distance from Sun,790,0.06808863,0.09419080304873695,1.0,IBS_N
Electronic Box Temperature,790,0.28091317,0.38860287054191517,1.0,IBS_N
Heater Dutycycle,790,0.037908804,0.05244136490008936,1.0,IBS_N
Solar Array's Angle,790,0.05202578,0.07197016590636231,1.0,IBS_N
High Gain Antenna Azimuth,790,0.059543088,0.08236927772994716,1.0,IBS_N
High Gain Antenna elevation,790,0.22440034,0.310425517872949,1.0,IBS_N
Radial Distance from Sun,800,0.07774563,0.10175840422126224,1.0,IBS_N
Electronic Box Temperature,800,0.2844777,0.37234242990294086,1.0,IBS_N
Heater Dutycycle,800,0.033174276,0.043420593375546886,1.0,IBS_N
Search Coil Magnetometer's Temperature,800,0.05326996,0.06972309726643762,1.0,IBS_N
Solar Array's Angle,800,0.039274618,0.051405107323455504,1.0,IBS_N
High Gain Antenna Azimuth,800,0.052415706,0.06860499553082072,1.0,IBS_N
High Gain Antenna elevation,800,0.22366382,0.2927453723795362,1.0,IBS_N
Radial Distance from Sun,810,0.07507963,0.09585504649789332,1.0,IBS_N
Electronic Box Temperature,810,0.2677934,0.3418949828179621,1.0,IBS_N
Heater Dutycycle,810,0.03612642,0.04612302523204261,1.0,IBS_N
Search Coil Magnetometer's Temperature,810,0.05592077,0.07139470464289713,1.0,IBS_N
Solar Array's Angle,810,0.034853272,0.044497582209232035,1.0,IBS_N
High Gain Antenna Azimuth,810,0.08595143,0.10973520140163748,1.0,IBS_N
High Gain Antenna elevation,810,0.22753723,0.2904994571983353,1.0,IBS_N
Radial Distance from Sun,820,0.07114914,0.09995368316516016,1.0,IBS_N
Electronic Box Temperature,820,0.2749455,0.38625646627192606,1.0,IBS_N
Heater Dutycycle,820,0.040211875,0.056491547378183696,1.0,IBS_N
Solar Array's Angle,820,0.055560984,0.07805470299543373,1.0,IBS_N
High Gain Antenna Azimuth,820,0.054167334,0.07609683743946037,1.0,IBS_N
High Gain Antenna elevation,820,0.21578626,0.3031467627498361,1.0,IBS_N
Radial Distance from Sun,830,0.081127934,0.10439960601599126,0.9999999999999999,IBS_N
Electronic Box Temperature,830,0.27119207,0.3489839302780855,0.9999999999999999,IBS_N
Heater Dutycycle,830,0.03234164,0.041618888925619914,0.9999999999999999,IBS_N
Search Coil Magnetometer's Temperature,830,0.058504377,0.07528644707026584,0.9999999999999999,IBS_N
Solar Array's Angle,830,0.032533422,0.04186568388579921,0.9999999999999999,IBS_N
High Gain Antenna Azimuth,830,0.07102313,0.09139622352545708,0.9999999999999999,IBS_N
High Gain Antenna elevation,830,0.23036785,0.29644922029878107,0.9999999999999999,IBS_N
Radial Distance from Sun,840,0.070808806,0.09527771053550868,1.0,IBS_N
Electronic Box Temperature,840,0.27685302,0.37252318448133975,1.0,IBS_N
Search Coil Magnetometer's Temperature,840,0.053328566,0.07175694608692837,1.0,IBS_N
Solar Array's Angle,840,0.045899466,0.061760623887407766,1.0,IBS_N
High Gain Antenna Azimuth,840,0.06881646,0.09259688344354247,1.0,IBS_N
High Gain Antenna elevation,840,0.22747701,0.30608465156527304,1.0,IBS_N
Radial Distance from Sun,850,0.06569787,0.09201562054035409,1.0,IBS_N
Electronic Box Temperature,850,0.27655327,0.3873370742691367,1.0,IBS_N
Heater Dutycycle,850,0.025694998,0.0359880949831883,1.0,IBS_N
Solar Array's Angle,850,0.055767424,0.0781071612412554,1.0,IBS_N
High Gain Antenna Azimuth,850,0.069553964,0.0974164178915001,1.0,IBS_N
High Gain Antenna elevation,850,0.22071853,0.30913563107456543,1.0,IBS_N
Radial Distance from Sun,860,0.07743938,0.10562341734866436,1.0,IBS_N
Electronic Box Temperature,860,0.2715945,0.37044123058709694,1.0,IBS_N
Heater Dutycycle,860,0.026472174,0.03610671318040591,1.0,IBS_N
